x,y,reflectance,illumination,grey_value
-0.3315743515171568,-0.2699817462610506,1,1,0.00828460038986362
0.0038256466068117,-0.2862597233476994,2,1,0.03313840155945418
-0.0742081710079946,-0.1365226795545341,3,1,0.074561403508772
-0.0495118131215566,-0.0263870362352092,4,1,0.13255360623781673
-0.0132608510133043,0.0457700504097202,5,1,0.20711500974658872
0.1703914300093771,0.0700144835353891,6,1,0.298245614035088
-0.1485298333666105,-0.3030020857767751,1,2,0.027777777777778
-0.067161194706565,-0.0945176825376204,2,2,0.111111111111111
-0.0364140527503259,0.0809094891602551,3,2,0.25
0.1108571595449269,0.1635210340559858,4,2,0.444444444444444
0.0520980036160519,0.3134109266302321,5,2,0.694444444444444
0.1642389193434866,0.3424974135913332,6,2,1.0
-0.0212782079879608,-0.1772884439111725,1,3,0.08625730994152124
0.0598980990949838,0.0825136864209749,2,3,0.34502923976608185
0.1806292172558364,0.1953223138201708,3,3,0.776315789473685
