x,y,reflectance,illumination,grey_value
-0.2617597647021559,-0.3723036567336392,1,1,0.00828460038986362
-0.1424696962086531,-0.202956066829311,2,1,0.03313840155945418
-0.1119301834968816,-0.059631695417989,3,1,0.074561403508772
0.0475108236627927,-0.0731102418434904,4,1,0.13255360623781673
0.0786055413431365,0.011929408057677,5,1,0.20711500974658872
0.041267095528567,0.1232597178467905,6,1,0.298245614035088
-0.150193215877021,-0.2680627751273422,1,2,0.027777777777778
-0.0007469822095166,-0.0976998967901543,2,2,0.111111111111111
0.0417502399066801,0.0450800156505524,3,2,0.25
0.0069407908189657,0.1663430933012121,4,2,0.444444444444444
0.0231613518503201,0.3234751237665108,5,2,0.694444444444444
0.2521522410734826,0.2933112538867198,6,2,1.0
-0.094388706114921,-0.1421542361842402,1,3,0.08625730994152124
0.1132366008485853,0.0052994713821136,2,3,0.34502923976608185
0.1568638635766192,0.2472204850345906,3,3,0.776315789473685
