x,y,reflectance,illumination,grey_value
-0.2474397602419872,-0.3797531053737717,1,1,0.00828460038986362
-0.1425975938435403,-0.2004666569111255,2,1,0.03313840155945418
0.0142633289689632,-0.1373921517914426,3,1,0.074561403508772
-0.0486383742843237,0.0002823568830901,4,1,0.13255360623781673
0.0281104654582539,0.0533109080913593,5,1,0.20711500974658872
0.0245604667267834,0.120211262490571,6,1,0.298245614035088
-0.1699987040622612,-0.33057382268825,1,2,0.027777777777778
-0.0265069905393298,-0.0705132023091796,2,2,0.111111111111111
0.0068133131661278,0.0520238103340254,3,2,0.25
-0.0069693390654542,0.1770464477497203,4,2,0.444444444444444
0.1416209361968437,0.2625445599624117,5,2,0.694444444444444
0.2206954264151656,0.3622892166372673,6,2,1.0
-0.0064767548234494,-0.1520129850241903,1,3,0.08625730994152124
-0.0466585797077727,0.1138601395152416,2,3,0.34502923976608185
0.2592221596359808,0.1291432224342725,3,3,0.776315789473685
