x,y,reflectance,illumination,grey_value
-0.1947261284579597,-0.3673277931404968,1,1,0.00828460038986362
-0.0282576131136795,-0.2430701245504253,2,1,0.03313840155945418
-0.0655846222605086,-0.1374086798368316,3,1,0.074561403508772
-0.1290519502715207,-0.0216503755206835,4,1,0.13255360623781673
0.0430465112417967,0.0334864749567407,5,1,0.20711500974658872
0.0341497581283683,0.1275622288986849,6,1,0.298245614035088
-0.0649889306981405,-0.268336249864157,1,2,0.027777777777778
-0.1167224956410952,-0.0782247639213421,2,2,0.111111111111111
-0.0410231439818784,0.0600650347440341,3,2,0.25
0.0376287244803765,0.22650410785256,4,2,0.444444444444444
0.2774388504915676,0.1052611059559481,5,2,0.694444444444444
0.2927753743645023,0.2866579654514379,6,2,1.0
-0.1262103833613498,-0.129755369269628,1,3,0.08625730994152124
-0.0733735494135041,0.1206899846791944,2,3,0.34502923976608185
0.154899598493025,0.2855464535649645,3,3,0.776315789473685
