x,y,reflectance,illumination,grey_value
-0.1577143621930156,-0.3242221368519256,1,1,0.00828460038986362
-0.1358071012345079,-0.1477071707415446,2,1,0.03313840155945418
-0.0386912166993685,-0.0982108937992484,3,1,0.074561403508772
0.0064120588244315,-0.0490893526063385,4,1,0.13255360623781673
0.0178885364270436,0.0612398432659874,5,1,0.20711500974658872
-0.0446327358261717,0.1469483190593981,6,1,0.298245614035088
-0.151394540637285,-0.2159093781362123,1,2,0.027777777777778
-0.0813458968952557,-0.0760143870716692,2,2,0.111111111111111
0.0027567429829127,-0.0024879349173772,3,2,0.25
0.148228081301086,0.0101443256890491,4,2,0.444444444444444
0.2936361873946831,0.131514231279811,5,2,0.694444444444444
0.2520534372379096,0.3682613254328715,6,2,1.0
-0.1107988525972913,-0.1537801133907491,1,3,0.08625730994152124
-0.007245369499268,0.0345473739088737,2,3,0.34502923976608185
0.006655031414097,0.3147659488790737,3,3,0.776315789473685
