x,y,reflectance,illumination,grey_value
-0.3205583565048092,-0.4356267173329338,1,1,0.00828460038986362
0.05742663382021,-0.2590414120502534,2,1,0.03313840155945418
-0.1210234580700468,-0.0553971849849505,3,1,0.074561403508772
-0.0228822218729716,-0.0373779778495716,4,1,0.13255360623781673
6.223516044728669e-05,0.0398123041456292,5,1,0.20711500974658872
0.0651761461152678,0.1011072266796276,6,1,0.298245614035088
-0.0227086293600775,-0.2965392058797788,1,2,0.027777777777778
-0.0961248297155973,-0.0181414888392395,2,2,0.111111111111111
0.0181448278062077,0.0718076250718229,3,2,0.25
0.0563628709745776,0.1685436106009994,4,2,0.444444444444444
0.1997071209986097,0.1467444615268511,5,2,0.694444444444444
0.1878943838482526,0.2493816789689872,6,2,1.0
-0.1761729107147608,-0.0349248247645613,1,3,0.08625730994152124
0.0121747491908885,0.1487138395638967,2,3,0.34502923976608185
0.1625214383238016,0.2109380651434749,3,3,0.776315789473685
