x,y,reflectance,illumination,grey_value
-0.2093631132558788,-0.3530107288477209,1,1,0.00828460038986362
-0.0211731593476291,-0.1955070712533873,2,1,0.03313840155945418
0.006439844788133,-0.0553463508931708,3,1,0.074561403508772
0.0022037890308571,0.0332387853585956,4,1,0.13255360623781673
-0.0471920216836181,0.147199184316299,5,1,0.20711500974658872
-0.0457761273261167,0.2456973179925021,6,1,0.298245614035088
-0.18877599579544,-0.2107711423290453,1,2,0.027777777777778
0.0302026457702355,-0.1060730716711361,2,2,0.111111111111111
0.0186851426130019,-0.0178999508015851,3,2,0.25
0.0676968784081485,0.1221269281316137,4,2,0.444444444444444
0.0729731466894488,0.2989771379997497,5,2,0.694444444444444
0.2523874259370993,0.2683212828889845,6,2,1.0
-0.1612793970423776,-0.1791658014340815,1,3,0.08625730994152124
0.047290822173511,-0.0348226770270772,2,3,0.34502923976608185
0.1756801190406251,0.0370361575694572,3,3,0.776315789473685
