x,y,reflectance,illumination,grey_value
-0.1596784497780239,-0.2896757506037564,1,1,0.00828460038986362
-0.1323466416037859,-0.1677750479991716,2,1,0.03313840155945418
-0.0674124829631577,-0.0742088815711398,3,1,0.074561403508772
0.0105272692659521,-0.0595261728549041,4,1,0.13255360623781673
0.1715954334119316,0.0176388796119272,5,1,0.20711500974658872
0.124909344341043,0.1794374968990136,6,1,0.298245614035088
-0.1357720635143371,-0.2464537623056945,1,2,0.027777777777778
-0.0880608141546013,-0.0825358514023664,2,2,0.111111111111111
-0.0126719319882117,-0.0066028825487249,3,2,0.25
0.1182450921709005,0.097516414422723,4,2,0.444444444444444
0.1610574031045814,0.2833049227619203,5,2,0.694444444444444
0.2627933404661874,0.2980905030423522,6,2,1.0
-0.1731839765520783,-0.1980929984461577,1,3,0.08625730994152124
-0.0931814243889007,-0.0034158611543348,2,3,0.34502923976608185
0.0131799021824992,0.2522989921483148,3,3,0.776315789473685
