x,y,reflectance,illumination,grey_value
-0.1852240454315416,-0.3436180047799754,1,1,0.00828460038986362
-0.0568865525387514,-0.263477125852258,2,1,0.03313840155945418
0.0232257901004025,-0.1516533518901018,3,1,0.074561403508772
-0.0393935758859902,-0.0412010865152361,4,1,0.13255360623781673
-0.0483715738535776,0.0293698573808152,5,1,0.20711500974658872
-0.0040470041322744,0.1252392076221649,6,1,0.298245614035088
-0.1465802746541223,-0.2793881147697636,1,2,0.027777777777778
-0.1090105003572363,-0.064260122180029,2,2,0.111111111111111
-0.039563038343718,0.0590295039430938,3,2,0.25
0.0069287688797077,0.24544558439437,4,2,0.444444444444444
0.2778588126053835,0.1296745143084884,5,2,0.694444444444444
0.3205004862777216,0.2333034501608379,6,2,1.0
-0.0856740929385014,-0.1311856847104757,1,3,0.08625730994152124
-0.0567071069358513,0.1163251827566248,2,3,0.34502923976608185
0.1429439072083494,0.336396190131444,3,3,0.776315789473685
