x,y,reflectance,illumination,grey_value
-0.181119913437231,-0.4630101521139264,1,1,0.00828460038986362
-0.1229155404054597,-0.2418369327716522,2,1,0.03313840155945418
0.0345362294534557,-0.175139623146618,3,1,0.074561403508772
-0.0316460862209395,0.0067386511207316,4,1,0.13255360623781673
-0.0838525257884283,0.1029464856662407,5,1,0.20711500974658872
-0.0250945025477902,0.1573700334272781,6,1,0.298245614035088
-0.2555863578495354,-0.1747850602874752,1,2,0.027777777777778
0.0192392286693889,-0.0720113418197504,2,2,0.111111111111111
-0.0044973893138409,0.0808737221570446,3,2,0.25
0.0479423531672238,0.1788522353539636,4,2,0.444444444444444
0.1700678246979776,0.1977234507389047,5,2,0.694444444444444
0.2305787877287278,0.2583168490276083,6,2,1.0
0.024599804308742,-0.176801938131319,1,3,0.08625730994152124
-0.0461339574880749,0.1360905521949245,2,3,0.34502923976608185
0.2238820450257842,0.1846730685840449,3,3,0.776315789473685
