x,y,reflectance,illumination,grey_value
-0.2258253519048178,-0.230486432131034,1,1,0.00828460038986362
-0.1031944798568854,-0.1343122507775219,2,1,0.03313840155945418
-0.0903342212014989,-0.062144355209101,3,1,0.074561403508772
0.0337939870525864,-0.0672319980551923,4,1,0.13255360623781673
0.1034926447076993,-0.0314536736648255,5,1,0.20711500974658872
0.1489561783609421,0.0414014324935653,6,1,0.298245614035088
-0.0959994921307862,-0.1983060461553544,1,2,0.027777777777778
-0.0331676796693189,-0.0820447732503229,2,2,0.111111111111111
0.0087500258412719,-0.0112813269905785,3,2,0.25
0.0366120430812049,0.1166912474897714,4,2,0.444444444444444
0.123141306225266,0.2553248597613771,5,2,0.694444444444444
0.3876059618613499,0.2849077713728681,6,2,1.0
-0.0960879022613974,-0.1785893483564848,1,3,0.08625730994152124
-0.070671743470853,0.0523443842283341,2,3,0.34502923976608185
-0.1270712766347626,0.2451805092444997,3,3,0.776315789473685
