x,y,reflectance,illumination,grey_value
-0.2337104214373844,-0.2668082952733735,1,1,0.00828460038986362
-0.1356998804846468,-0.2411256818079326,2,1,0.03313840155945418
0.0339141913066085,-0.13317580608803,3,1,0.074561403508772
0.0026795691279018,-0.0239288644750668,4,1,0.13255360623781673
-0.0209552606586935,0.1128037924994616,5,1,0.20711500974658872
0.162566036887805,0.156308547921515,6,1,0.298245614035088
-0.1743304464377635,-0.2460195545026202,1,2,0.027777777777778
-0.0659128727479861,-0.1200915333268,2,2,0.111111111111111
-0.0117436312498062,0.0027482282783814,3,2,0.25
0.1976660962730486,0.1163225989017292,4,2,0.444444444444444
0.180055564640094,0.2278958264709338,5,2,0.694444444444444
0.0833717035750754,0.3512343752126862,6,2,1.0
-0.0589524714158774,-0.2237155835209262,1,3,0.08625730994152124
-0.0857730546456058,0.0383369914686495,2,3,0.34502923976608185
0.1268248772672306,0.2492149582413924,3,3,0.776315789473685
