x,y,reflectance,illumination,grey_value
-0.2654932795944744,-0.3854789893478372,1,1,0.00828460038986362
-0.0363952528267809,-0.2855766771898116,2,1,0.03313840155945418
-0.0686779745610451,-0.1001316338854898,3,1,0.074561403508772
-0.0727913740042121,0.0143574820100339,4,1,0.13255360623781673
-0.0696910218136258,0.109354667638487,5,1,0.20711500974658872
-0.0173719214035887,0.170456896068524,6,1,0.298245614035088
-0.0723744099015295,-0.3765750134715144,1,2,0.027777777777778
-0.0706855912131579,-0.068707281410349,2,2,0.111111111111111
-0.0527765049692256,0.1110885363686872,3,2,0.25
0.0108194003503017,0.2063643190006818,4,2,0.444444444444444
0.2135909710131537,0.1756471485378276,5,2,0.694444444444444
0.2986752368457603,0.1945718526306956,6,2,1.0
0.0487912811223107,-0.1300328091535158,1,3,0.08625730994152124
-0.0236941294000167,0.1681676242244089,2,3,0.34502923976608185
0.1780745703561306,0.1964938779791716,3,3,0.776315789473685
