x,y,reflectance,illumination,grey_value
-0.3083570013595487,-0.1747584137231582,1,1,0.00828460038986362
-0.1230554011626812,-0.1746768006759071,2,1,0.03313840155945418
-0.0497561760252502,-0.141870822583852,3,1,0.074561403508772
0.0065364032736683,-0.0900715807516084,4,1,0.13255360623781673
0.0488263066841061,-0.0303718255674751,5,1,0.20711500974658872
0.0655498640250129,0.0309741379434199,6,1,0.298245614035088
-0.1308899410746542,-0.266520754120983,1,2,0.027777777777778
-0.0443038270883785,-0.1160115661239207,2,2,0.111111111111111
0.0109952531828351,-0.0255880529142662,3,2,0.25
0.1649994807050347,0.095856098377719,4,2,0.444444444444444
0.069679862546018,0.3149171988091859,5,2,0.694444444444444
0.1596835263323897,0.4363999066834255,6,2,1.0
0.0014500513053604,-0.1691157887831341,1,3,0.08625730994152124
-0.039304740174355,0.0687194841590995,2,3,0.34502923976608185
0.1679463388304427,0.2421187792714548,3,3,0.776315789473685
