x,y,reflectance,illumination,grey_value
-0.2627255305199363,-0.2146288307381846,1,1,0.00828460038986362
-0.1663566234499651,-0.1904938913612249,2,1,0.03313840155945418
-0.0229439217458663,-0.1797009105531715,3,1,0.074561403508772
0.056716760001618,-0.1081421338976995,4,1,0.13255360623781673
0.0648466333022264,-0.0286884162617871,5,1,0.20711500974658872
0.0630893157089621,0.076167851766731,6,1,0.298245614035088
-0.1757117268733992,-0.2020097365240409,1,2,0.027777777777778
-0.0205570065031895,-0.1380515645392498,2,2,0.111111111111111
0.0489969028746327,-0.0066500869310645,3,2,0.25
0.1513635576948548,0.1407801217463861,4,2,0.444444444444444
0.0603666529397288,0.3103346425500654,5,2,0.694444444444444
0.2487794383774244,0.3145679917140163,6,2,1.0
-0.0669970154564665,-0.1622350302239982,1,3,0.08625730994152124
0.0273052548204555,0.0543273286609943,2,3,0.34502923976608185
-0.0061726911710803,0.3344226645922288,3,3,0.776315789473685
