x,y,reflectance,illumination,grey_value
-0.1385423893188448,-0.3931596700726404,1,1,0.00828460038986362
-0.1523379594190825,-0.2078738159338916,2,1,0.03313840155945418
-0.0320092848133204,-0.1147790972909475,3,1,0.074561403508772
0.0178660885054659,-0.0142422747847136,4,1,0.13255360623781673
0.0437855866338201,0.0916365483628258,5,1,0.20711500974658872
0.1368938686061555,0.146507544546689,6,1,0.298245614035088
-0.1592343923920235,-0.2885350968469093,1,2,0.027777777777778
-0.1042799823696303,-0.0991007675876899,2,2,0.111111111111111
-0.0523464563271743,0.0971181123104506,3,2,0.25
0.1988626919605159,0.0770792534655783,4,2,0.444444444444444
0.1849364098902726,0.2037045078304517,5,2,0.694444444444444
0.1901241136423196,0.2872858839407566,6,2,1.0
-0.165528201518571,-0.1236212171674753,1,3,0.08625730994152124
-0.0466211786172974,0.050299459187565,2,3,0.34502923976608185
0.0784310855373946,0.2876806300399507,3,3,0.776315789473685
