x,y,reflectance,illumination,grey_value
-0.3291306512750275,-0.3488657573142453,1,1,0.00828460038986362
0.0076503829893005,-0.2956069119566011,2,1,0.03313840155945418
-0.028692646556755,-0.1423567451965727,3,1,0.074561403508772
-0.008405577661869,-0.0357810522808023,4,1,0.13255360623781673
0.0231448982112654,0.0261339409906748,5,1,0.20711500974658872
-0.0554913335236513,0.1389729290413416,6,1,0.298245614035088
-0.2249759576315889,-0.226394601644036,1,2,0.027777777777778
0.049405543158288,-0.1255557563347285,2,2,0.111111111111111
-0.0116639788274067,0.073981643894923,3,2,0.25
0.0027273224985948,0.2184492523829642,4,2,0.444444444444444
0.1653630334411077,0.2246857372946387,5,2,0.694444444444444
0.3258905885683313,0.2030037390749659,6,2,1.0
-0.0250169487980661,-0.1573641448929622,1,3,0.08625730994152124
0.0173749949579958,0.1094334430116616,2,3,0.34502923976608185
0.0918203304494822,0.3372642839287804,3,3,0.776315789473685
