x,y,reflectance,illumination,grey_value
-0.1819349079711627,-0.3095949067340579,1,1,0.00828460038986362
-0.1687897000103552,-0.1826596275901929,2,1,0.03313840155945418
0.0248388047123864,-0.1375377203600479,3,1,0.074561403508772
0.0490751840003525,-0.0648802882751883,4,1,0.13255360623781673
0.0602078845991048,0.0924905524863583,5,1,0.20711500974658872
-0.0187316633428154,0.2115629330530713,6,1,0.298245614035088
-0.1849314145319951,-0.2474751538143334,1,2,0.027777777777778
-0.0496620862061281,-0.1339222865257029,2,2,0.111111111111111
-0.0377513125225432,-0.0023716145687657,3,2,0.25
0.0693229001097723,0.1571439413136652,4,2,0.444444444444444
0.1841716108260428,0.2398267798254741,5,2,0.694444444444444
0.1902191001104378,0.3784523923590784,6,2,1.0
-0.1057012348820901,-0.1920906323635395,1,3,0.08625730994152124
-0.0535169807663679,-0.0049942404811664,2,3,0.34502923976608185
0.2231838158753609,0.1960498716753478,3,3,0.776315789473685
