x,y,reflectance,illumination,grey_value
-0.2800808052246701,-0.2660717773096077,1,1,0.00828460038986362
-0.102629223613742,-0.2338922350083552,2,1,0.03313840155945418
-0.0463556347076331,-0.1760118747614679,3,1,0.074561403508772
-0.0475333145253364,-0.0699541096991405,4,1,0.13255360623781673
-0.0341294864453849,0.0072768032985293,5,1,0.20711500974658872
8.689788061190332e-05,0.1089384109603803,6,1,0.298245614035088
-0.2008394994954838,-0.2270450158997659,1,2,0.027777777777778
0.0356432866053888,-0.1224325073017887,2,2,0.111111111111111
-0.0432968506270075,0.0170188024185073,3,2,0.25
0.1583963328781751,0.1012880972462039,4,2,0.444444444444444
0.1528623494464799,0.3214437955029897,5,2,0.694444444444444
0.1443866841086437,0.4084935630821966,6,2,1.0
0.0481522293638748,-0.1830968964354032,1,3,0.08625730994152124
-0.0151174056971579,0.095012884296737,2,3,0.34502923976608185
0.2304544400532416,0.2190320596099849,3,3,0.776315789473685
