x,y,reflectance,illumination,grey_value
-0.3146244655186792,-0.3378844897912827,1,1,0.00828460038986362
-0.1539733618126963,-0.1769450096687631,2,1,0.03313840155945418
-0.064457788764062,-0.0930787436072957,3,1,0.074561403508772
0.0186243474937981,-0.0508783855240287,4,1,0.13255360623781673
0.0098512894670716,0.0424473869962848,5,1,0.20711500974658872
0.0693925760160969,0.1027864763682184,6,1,0.298245614035088
-0.1437953933873542,-0.3131501961373857,1,2,0.027777777777778
0.007527717689468,-0.0832490965316536,2,2,0.111111111111111
0.0067820827150507,0.0382564535409083,3,2,0.25
-0.0129358540528154,0.1503511068370647,4,2,0.444444444444444
0.0378062836038878,0.2940278498532497,5,2,0.694444444444444
0.1873398792489471,0.366477142909046,6,2,1.0
0.0240676763960828,-0.153210934668859,1,3,0.08625730994152124
0.1103126693691999,0.037608109877602,2,3,0.34502923976608185
0.2180823415360035,0.1764423295468949,3,3,0.776315789473685
