x,y,reflectance,illumination,grey_value
-0.1786474388273081,-0.3721940426584103,1,1,0.00828460038986362
-0.154032903012465,-0.2075138223998435,2,1,0.03313840155945418
-0.0260809060388258,-0.1903654559708764,3,1,0.074561403508772
-0.068512631700632,-0.028088390614294,4,1,0.13255360623781673
0.0497326574694057,0.007393553868682,5,1,0.20711500974658872
-0.0101077218164837,0.1435943654800761,6,1,0.298245614035088
-0.2247013057719436,-0.1992357609788916,1,2,0.027777777777778
-0.0421304073380494,-0.1200029780987629,2,2,0.111111111111111
0.0490612367985517,0.0223346167329562,3,2,0.25
0.1488869734887508,0.1333509957123593,4,2,0.444444444444444
0.049247467514128,0.3306025021195909,5,2,0.694444444444444
0.314011453136558,0.2637367517468115,6,2,1.0
-0.0284988345403942,-0.1685028119238579,1,3,0.08625730994152124
-0.0215298278137045,0.0906076992136845,2,3,0.34502923976608185
0.1433021884524127,0.294282777770776,3,3,0.776315789473685
