x,y,reflectance,illumination,grey_value
-0.2054597396685859,-0.3259210867673023,1,1,0.00828460038986362
-0.1156528683045567,-0.193022909855111,2,1,0.03313840155945418
-0.1352021038081895,-0.0865454437605636,3,1,0.074561403508772
-0.0037042691004241,-0.0581725209981929,4,1,0.13255360623781673
0.0745516411666397,-0.0181157459560132,5,1,0.20711500974658872
0.0984299777282567,0.0760762374919002,6,1,0.298245614035088
-0.1345426333355149,-0.2556213582169603,1,2,0.027777777777778
-0.02195039511261,-0.117739401834166,2,2,0.111111111111111
-0.0186990781590449,0.0082722868308532,3,2,0.25
-0.0336842200692983,0.151752871420828,4,2,0.444444444444444
0.0242556708043726,0.3450222992651025,5,2,0.694444444444444
0.3197349716938988,0.2772893013007937,6,2,1.0
-0.0646726374507464,-0.1751554934097828,1,3,0.08625730994152124
-0.0380290431090106,0.0717440880076275,2,3,0.34502923976608185
0.2546247267248137,0.3001368764809866,3,3,0.776315789473685
