x,y,reflectance,illumination,grey_value
-0.2911503882996696,-0.2254334342149093,1,1,0.00828460038986362
-0.111613371708241,-0.2001035332579475,2,1,0.03313840155945418
0.01055421947796,-0.1465182198537379,3,1,0.074561403508772
0.0352338194080795,-0.0606449775595768,4,1,0.13255360623781673
0.0521034154059725,0.0116712093517504,5,1,0.20711500974658872
0.1245377366922818,0.1107433874071385,6,1,0.298245614035088
-0.1869599389704867,-0.2388297993175875,1,2,0.027777777777778
-0.0078365450830808,-0.1311744618112667,2,2,0.111111111111111
0.0452058703431593,-0.0048000958714863,3,2,0.25
-0.062110724370582,0.140212180678946,4,2,0.444444444444444
0.1307639659675307,0.3179452509215594,5,2,0.694444444444444
0.1026693480547131,0.3893539264416969,6,2,1.0
-0.0360932002592696,-0.1967550731143821,1,3,0.08625730994152124
-0.0074439925776209,0.0441519275468148,2,3,0.34502923976608185
0.2021397859192538,0.190181712652989,3,3,0.776315789473685
