x,y,reflectance,illumination,grey_value
-0.2812376519866535,-0.3951118191340477,1,1,0.00828460038986362
-0.0523665677880014,-0.2660624932447409,2,1,0.03313840155945418
-0.1265458653878901,-0.0918394760388946,3,1,0.074561403508772
-0.0577611600191114,0.0067106765659351,4,1,0.13255360623781673
0.0070897816027766,0.0888437554703893,5,1,0.20711500974658872
0.1551895660814826,0.0596126687814097,6,1,0.298245614035088
-0.1308994201638877,-0.3036408305105878,1,2,0.027777777777778
-0.0672914843651321,-0.077623093878089,2,2,0.111111111111111
0.0054602241879186,0.0506580042352546,3,2,0.25
-0.0050338573725418,0.211314719986681,4,2,0.444444444444444
0.1263531344249451,0.2658786693577615,5,2,0.694444444444444
0.1649061991677648,0.2952953082205687,6,2,1.0
-0.024264749582422,-0.1353810658586607,1,3,0.08625730994152124
0.0923903527394682,0.0952304310473337,2,3,0.34502923976608185
0.194011498461284,0.1961145449996862,3,3,0.776315789473685
