x,y,reflectance,illumination,grey_value
-0.2931836319682598,-0.3269979736845884,1,1,0.00828460038986362
-0.057404147449051,-0.3078315544557886,2,1,0.03313840155945418
0.0334676047459274,-0.1785231217860362,3,1,0.074561403508772
-0.0531651595013348,-0.0437064817504994,4,1,0.13255360623781673
-0.0316209168717038,0.0772124938454274,5,1,0.20711500974658872
-0.0264055454673349,0.1596614126731568,6,1,0.298245614035088
-0.1711004109879564,-0.2895583263454604,1,2,0.027777777777778
-0.0396171099931414,-0.0876478250901981,2,2,0.111111111111111
-0.0585767665345473,0.0635490198721691,3,2,0.25
0.0736169285962738,0.1808425129146388,4,2,0.444444444444444
0.2297676604994572,0.1939884550135669,5,2,0.694444444444444
0.2152985620990441,0.3334637454774228,6,2,1.0
-0.0048640309671338,-0.1775120817403543,1,3,0.08625730994152124
-0.023916936971776,0.1494429846261407,2,3,0.34502923976608185
0.2077039007715369,0.2536167404304028,3,3,0.776315789473685
