x,y,reflectance,illumination,grey_value
-0.1673993532120977,-0.5875098365171281,1,1,0.00828460038986362
-0.1038105532667385,-0.190605965916351,2,1,0.03313840155945418
-0.0542283838234789,-0.0283808921524903,3,1,0.074561403508772
0.0426020499907158,0.0045952741181979,4,1,0.13255360623781673
0.0455761446444796,0.0628003528865601,5,1,0.20711500974658872
0.0401392600139573,0.1260520733883239,6,1,0.298245614035088
-0.2159241573684527,-0.2170038739550122,1,2,0.027777777777778
-0.0094483891848064,0.001080591393148,2,2,0.111111111111111
0.0267128313260286,0.0777804874725776,3,2,0.25
0.0580816262939766,0.1363533983443286,4,2,0.444444444444444
0.1355683424796051,0.1431195644054123,5,2,0.694444444444444
0.1682304011305077,0.1562039788505775,6,2,1.0
-0.0995686618158162,0.0220248296978946,1,3,0.08625730994152124
0.0161042625906152,0.1294931173611654,2,3,0.34502923976608185
0.1173645802015043,0.1639969006227954,3,3,0.776315789473685
