x,y,reflectance,illumination,grey_value
-0.2705055219969934,-0.367044130324222,1,1,0.00828460038986362
-0.0641219319893005,-0.1986864145683082,2,1,0.03313840155945418
0.0592365678353633,-0.1269696220374821,3,1,0.074561403508772
0.0051883291954533,0.0004908397284512,4,1,0.13255360623781673
0.0078065560719282,0.0935928209087799,5,1,0.20711500974658872
-0.0013752284218548,0.1683973193746004,6,1,0.298245614035088
-0.2403224874531023,-0.2764994847563453,1,2,0.027777777777778
0.0372284192424404,-0.1090101617387099,2,2,0.111111111111111
-0.0302901802330968,0.0351175848124944,3,2,0.25
0.0559611127352538,0.1549295269137747,4,2,0.444444444444444
0.1787099345888924,0.2485610991102885,5,2,0.694444444444444
0.199759326952389,0.3050232648719653,6,2,1.0
-0.1590955556884873,-0.1689329767715731,1,3,0.08625730994152124
0.0686876883372905,0.0021858578649394,2,3,0.34502923976608185
0.1531329708238243,0.2388444766113473,3,3,0.776315789473685
