x,y,reflectance,illumination,grey_value
-0.2335980275116632,-0.3340516420578531,1,1,0.00828460038986362
-0.0099110065383556,-0.2622402396526501,2,1,0.03313840155945418
-0.086653740303247,-0.0420429306745294,3,1,0.074561403508772
-0.0615803720205253,0.0326458928676227,4,1,0.13255360623781673
-0.0029333314919478,0.096755974223901,5,1,0.20711500974658872
-0.0108668338331769,0.1860403757937052,6,1,0.298245614035088
-0.1689377247653249,-0.2359760561731453,1,2,0.027777777777778
-0.0070487944255223,-0.1479364278705678,2,2,0.111111111111111
0.0307123931088073,-5.18340761391656e-05,3,2,0.25
0.121221208070389,0.101249088044883,4,2,0.444444444444444
0.1663236698175338,0.2442501410637528,5,2,0.694444444444444
0.1007677516983568,0.3743962540087256,6,2,1.0
-0.1414790880006629,-0.1608135182860765,1,3,0.08625730994152124
0.0780927627037703,-0.0025102237301482,2,3,0.34502923976608185
0.2258911334915704,0.1502851465185176,3,3,0.776315789473685
