x,y,reflectance,illumination,grey_value
-0.2036172998803143,-0.4140923697238579,1,1,0.00828460038986362
-0.1016546431759637,-0.2162984246762439,2,1,0.03313840155945418
0.0358791672886246,-0.1172873322020006,3,1,0.074561403508772
0.0292508913784991,-0.0050807658784664,4,1,0.13255360623781673
0.0593904716863079,0.0731841488431341,5,1,0.20711500974658872
0.0649950043310764,0.1552493009136005,6,1,0.298245614035088
-0.1928599487548148,-0.2524004942693672,1,2,0.027777777777778
-0.0321045264745334,-0.0992974847699011,2,2,0.111111111111111
-0.0584992796269899,0.0885436783921523,3,2,0.25
0.0008183751653249,0.2012471795280618,4,2,0.444444444444444
0.1912847859150007,0.2254489740726939,5,2,0.694444444444444
0.2129321692127052,0.3250621123919653,6,2,1.0
-0.1522391259875936,-0.1860695796651691,1,3,0.08625730994152124
-0.0688136689344293,0.0642853428924665,2,3,0.34502923976608185
0.2152376278571003,0.1575057141509318,3,3,0.776315789473685
