x,y,reflectance,illumination,grey_value
-0.1532872502849805,-0.3278451671824262,1,1,0.00828460038986362
-0.0847824871522674,-0.1960839955092103,2,1,0.03313840155945418
-0.1584798892745905,-0.0626246789493678,3,1,0.074561403508772
-0.101968345778601,-0.0229380324416707,4,1,0.13255360623781673
-0.0128625882560347,0.073345783335676,5,1,0.20711500974658872
0.0972322234367907,0.1543540795151544,6,1,0.298245614035088
-0.0595495643232839,-0.2741867178291114,1,2,0.027777777777778
-0.0688151218126656,-0.1175608139911638,2,2,0.111111111111111
-0.0031007732331769,-0.0048493001443874,3,2,0.25
0.0080751380833255,0.210654925340999,4,2,0.444444444444444
0.2345039514808949,0.2073276960601016,5,2,0.694444444444444
0.1817074486261465,0.3353260810050056,6,2,1.0
-0.050031323557251,-0.1872153954786501,1,3,0.08625730994152124
-0.1184842994117213,0.0413089266002182,2,3,0.34502923976608185
0.2898428814574148,0.1709866096688333,3,3,0.776315789473685
