x,y,reflectance,illumination,grey_value
-0.1356415615894276,-0.3788257130245189,1,1,0.00828460038986362
-0.0904313132810331,-0.2259471527344272,2,1,0.03313840155945418
-0.02048304017642,-0.1437466903076992,3,1,0.074561403508772
-0.0011111628788873,-0.0518407634949228,4,1,0.13255360623781673
0.0298064993104601,0.0458340079552094,5,1,0.20711500974658872
0.0192858623460758,0.2039326132164479,6,1,0.298245614035088
-0.2027352443470305,-0.2653720235835231,1,2,0.027777777777778
-0.0718645091599897,-0.1037915411213859,2,2,0.111111111111111
-0.102175615975358,0.0571231559580181,3,2,0.25
0.0470912582512223,0.1655028354321845,4,2,0.444444444444444
0.2031506094064116,0.2716219456360163,5,2,0.694444444444444
0.3083761797142258,0.3193068856709146,6,2,1.0
-0.1043612354223106,-0.1709083848286537,1,3,0.08625730994152124
-0.0877666492944653,0.1050247535479911,2,3,0.34502923976608185
0.2088599230965264,0.1720860716783484,3,3,0.776315789473685
