index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 40
6,7,3,0,0.027777777777778,1.0,0,0.111111111111111,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm100-rsr0-rcr44-esr29.npz,,,,,0,0,0,47,44.26683654785156,right,red,1.38,48.769490003585815,45.40018320083618,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
12,3,11,0,0.027777777777778,3.10526315789474,0,0.444444444444444,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr100.npz,,,,,0,1,1,83,,left,green,0.9,51.02071499824524,,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
14,12,0,0,0.25,3.10526315789474,0,0.027777777777778,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm310-rsr0-rcr2-esr29.npz,,,,,0,2,2,409,,right,red,0.74,53.29746317863464,53.78216099739075,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
1,13,14,0,0.111111111111111,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm11-esm310-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm11-esm310-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm11-esm310-rsr0-rcr25-esr310.npz,,,,,0,3,3,183,,right,red,1.67,55.4925479888916,56.06741714477539,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
4,3,1,0,0.694444444444444,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm29-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm29-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm29-rsr0-rcr11-esr29.npz,,,,,0,4,4,60,,left,green,3.07,59.55359315872192,,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
10,14,1,0,0.694444444444444,1.0,0,0.25,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29.npz,,,,,0,5,5,544,,left,green,0.86,61.86635708808899,62.391677141189575,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
3,5,7,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.npz,,,,,0,6,6,474,,right,red,2.77,65.86888813972473,66.41918110847473,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
3,0,4,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr69-esr29.npz,,,,,0,7,7,111,,right,red,1.14,68.12198305130005,,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
13,4,7,0,0.111111111111111,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr11-esr100.npz,,,,,0,8,8,282,,left,green,2.83,72.18283200263977,72.79770517349243,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
6,1,10,0,0.027777777777778,1.0,0,0.111111111111111,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.npz,,,,,0,9,9,561,,left,green,1.06,74.50648617744446,,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
10,7,2,0,0.694444444444444,1.0,0,0.111111111111111,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr29.npz,,,,,0,10,10,523,,right,red,0.97,76.73647212982178,77.26139116287231,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
5,0,11,0,1.0,0.298245614035088,0,0.027777777777778,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr100.npz,,,,,0,11,11,547,,left,green,2.46,80.73981499671936,,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
12,6,3,0,0.027777777777778,3.10526315789474,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr29.npz,,,,,0,12,12,139,,left,green,0.83,82.92296600341797,83.42195105552673,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
2,3,9,0,0.25,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr44-esr100.npz,,,,,0,13,13,190,,left,green,1.08,85.12166619300842,85.69306206703186,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
11,3,12,0,1.0,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr310.npz,,,,,0,14,14,355,,right,red,0.98,87.3934051990509,87.89299607276917,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
14,3,6,0,0.25,3.10526315789474,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr100.npz,,,,,0,15,15,244,,right,red,0.98,89.60209798812866,90.21243619918825,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
5,6,0,0,1.0,0.298245614035088,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm2-esm100-rsr0-rcr2-esr29.npz,,,,,0,16,16,511,,right,red,1.5,91.89477801322936,92.4077332019806,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
13,6,0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29.npz,,,,,0,17,17,309,,right,red,1.04,94.11019921302795,94.58633804321288,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
12,3,5,0,0.027777777777778,3.10526315789474,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29.npz,,,,,0,18,18,188,,left,green,3.09,98.08793807029724,98.68313002586363,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
5,8,2,0,1.0,0.298245614035088,0,0.25,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm100-rsr0-rcr25-esr29.npz,,,,,0,19,19,65,,right,red,2.43,102.12422513961792,102.68452215194702,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
12,8,6,0,0.027777777777778,3.10526315789474,0,0.25,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr100.npz,,,,,0,20,20,281,,left,green,2.33,106.1685721874237,106.72359919548036,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
11,5,8,0,1.0,1.0,0,1.0,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr100.npz,,,,,0,21,21,86,,right,red,2.34,110.195983171463,,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
7,12,0,0,0.111111111111111,1.0,0,0.027777777777778,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.npz,,,,,0,22,22,425,,left,green,2.55,114.23909211158752,114.76856517791748,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
9,11,5,0,0.444444444444444,1.0,0,1.0,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr100-esr29.npz,,,,,0,23,23,142,,right,red,3.25,118.24446821212769,118.84844017028809,1,8,3,lightness,readingArea,realistic,75,2023-03-28_15h27.37.195,tripletExp_regina_11082022,2022.2.4,119.79789497736458,
