index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
13,8,14,0,0.111111111111111,3.10526315789474,0,0.25,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr25-esr310.npz,,,,,0,0,0,345,256.6323199510574,left,green,2.47,274.229749917984,274.817547082901,208.66522600650788,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
4,12,6,0,0.694444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm310-rsr0-rcr2-esr100.npz,,,,,0,1,1,99,,right,red,4.68,280.1036970615387,290.00450706481934,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
7,3,5,0,0.111111111111111,1.0,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm29-rsr0-rcr100-esr29.npz,,,,,0,2,2,589,,left,green,2.26,293.4450740814209,293.9186909198761,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
10,0,8,0,0.694444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100.npz,,,,,0,3,3,552,,right,red,2.21,297.427442073822,297.89086389541626,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
2,10,6,0,0.25,0.298245614035088,0,0.694444444444444,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100.npz,,,,,0,4,4,4,,left,green,2.47,301.3641610145569,301.8390259742737,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
2,12,6,0,0.25,0.298245614035088,0,0.027777777777778,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm310-rsr0-rcr2-esr100.npz,,,,,0,5,5,400,,left,green,3.28,305.3295929431915,305.93585205078125,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
5,13,12,0,1.0,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr310.npz,,,,,0,6,6,389,,left,green,2.29,309.40214800834656,309.8523950576782,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
11,5,4,0,1.0,1.0,0,1.0,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr69-esr29.npz,,,,,0,7,7,564,,right,red,2.54,313.33546900749207,313.7905070781708,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
8,12,4,0,0.25,1.0,0,0.027777777777778,3.10526315789474,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm2-esm310-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm2-esm310-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm2-esm310-rsr0-rcr69-esr29.npz,,,,,0,8,8,30,,right,red,4.36,319.04722595214844,319.4922740459442,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
2,6,10,0,0.25,0.298245614035088,0,0.027777777777778,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr100.npz,,,,,0,9,9,42,,left,green,2.19,322.9371399879456,323.4039490222931,,1,,4,7,lightness,readingArea,realistic,75,2023-03-27_09h59.33.997,tripletExp_regina_11082022,2022.2.4,120.03205201584286,
