index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 43
8,11,1,0,0.25,1.0,0,1.0,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm100-esm100-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm100-esm100-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm100-esm100-rsr0-rcr11-esr29.npz,,,,,0,0,0,132,184.65803985595704,left,green,2.64,206.50394916534424,207.06344413757324,186.8519587993622,141.6520631313324,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
4,1,3,0,0.694444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr29.npz,,,,,0,1,1,70,,right,red,2.67,210.57795214653007,,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
0,13,12,0,0.027777777777778,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr310.npz,,,,,0,2,2,501,,,red,2.67,232.58380317687988,233.21406817436213,,,1,232.14758186340333,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
9,8,7,0,0.444444444444444,1.0,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100.npz,,,,,0,3,3,368,,right,red,1.51,234.93308806419373,235.4070601463318,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
10,11,5,0,0.694444444444444,1.0,0,1.0,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr100-esr29.npz,,,,,0,4,4,514,,left,green,1.23,237.1191120147705,237.585520029068,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
12,1,2,0,0.027777777777778,3.10526315789474,0,0.111111111111111,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm29-rsr0-rcr25-esr29.npz,,,,,0,5,5,231,,right,red,1.23,239.30583906173703,,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
13,11,7,0,0.111111111111111,3.10526315789474,0,1.0,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr11-esr100.npz,,,,,0,6,6,590,,left,green,1.42,241.5059430599213,,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
8,13,9,0,0.25,1.0,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr100.npz,,,,,0,7,7,487,,right,red,2.82,245.7726349830628,246.31574416160583,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
3,9,10,0,0.444444444444444,0.298245614035088,0,0.444444444444444,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr69-esr100.npz,,,,,0,8,8,581,,right,red,1.46,248.01456999778748,248.47080302238464,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
8,7,13,0,0.25,1.0,0,0.111111111111111,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr11-esr310.npz,,,,,0,9,9,512,,left,green,2.43,251.9446520805359,252.4395291805268,,,1,,2,9,brightness,readingArea,realistic,75,2023-03-31_09h59.04.246,tripletExp_regina_11082022,2022.2.4,120.23299545934044,
