index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
13,11,2,2,0.111111111111111,3.10526315789474,2,1.0,1.0,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm100-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm100-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm100-rsr2-rcr25-esr29.npz,,,,,0,0,0,55,632.9335295915604,left,green,1.18,640.9818568229675,641.4005608558655,598.7933619022369,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
12,9,14,2,0.027777777777778,3.10526315789474,2,0.444444444444444,1.0,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm100-rsr2-rcr25-esr310.npz,,,,,0,1,1,123,,right,red,1.52,643.1270627975464,643.5233829021454,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
13,6,4,2,0.111111111111111,3.10526315789474,2,0.027777777777778,1.0,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr69-esr29.npz,,,,,0,2,2,328,,right,red,2.47,647.0075469017029,647.3615658283234,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
9,11,6,2,0.444444444444444,1.0,2,1.0,1.0,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr100.npz,,,,,0,3,3,404,,left,green,1.9,650.8324949741364,651.1896460056305,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
5,4,1,2,1.0,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr29.npz,,,,,0,4,4,560,,left,green,0.97,652.9022197723389,653.2463939189911,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
8,12,4,2,0.25,1.0,2,0.027777777777778,3.10526315789474,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm310-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm310-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm310-rsr2-rcr69-esr29.npz,,,,,0,5,5,30,,left,green,2.76,656.7111628055573,657.1061317920685,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
10,11,9,2,0.694444444444444,1.0,2,1.0,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr44-esr100.npz,,,,,0,6,6,492,,left,green,1.99,660.5656399726868,660.9759478569031,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
8,0,6,2,0.25,1.0,2,0.027777777777778,0.298245614035088,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm29-rsr2-rcr2-esr100.npz,,,,,0,7,7,401,,right,red,1.2,662.6939449310303,663.1338198184967,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
7,13,4,2,0.111111111111111,1.0,2,0.111111111111111,3.10526315789474,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm310-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm310-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm310-rsr2-rcr69-esr29.npz,,,,,0,8,8,456,,right,red,2.1,666.6509268283844,667.0624318122864,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
0,8,3,2,0.027777777777778,0.298245614035088,2,0.25,1.0,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29.npz,,,,,0,9,9,301,,right,red,1.42,668.7563219070435,,,1,,4,4,brightness,readingArea,realistic,75,2023-03-22_14h09.59.024,tripletExp_regina_11082022,2022.2.4,120.30058625793056,
