index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
14,2,0,0,0.25,3.10526315789474,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr29.npz,,,,,0,0,0,460,197.7768858194351,right,red,1.59,215.5724220275879,216.1440770626068,162.56894977092742,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
13,8,5,0,0.111111111111111,3.10526315789474,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29.npz,,,,,0,1,1,209,,left,green,1.39,217.8612711429596,221.95276308059687,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
10,5,1,0,0.694444444444444,1.0,0,1.0,0.298245614035088,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr29.npz,,,,,0,2,2,152,,left,green,1.48,223.6415719985962,,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
4,7,5,0,0.694444444444444,0.298245614035088,0,0.111111111111111,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr100-esr29.npz,,,,,0,3,3,195,,left,green,1.64,225.77202701568604,226.2310950756073,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
6,12,8,0,0.027777777777778,1.0,0,0.027777777777778,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr100.npz,,,,,0,4,4,186,,left,green,1.47,227.93543410301208,228.39971494674683,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
11,0,10,0,1.0,1.0,0,0.027777777777778,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.npz,,,,,0,5,5,259,,right,red,2.89,231.86783695220947,,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
0,10,12,0,0.027777777777778,0.298245614035088,0,0.694444444444444,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr310.npz,,,,,0,6,6,531,,right,red,1.3,234.0245361328125,234.5085389614105,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
2,14,7,0,0.25,0.298245614035088,0,0.25,3.10526315789474,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100.npz,,,,,0,7,7,310,,right,red,2.79,237.980672121048,238.46603798866272,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
13,6,0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr29.npz,,,,,0,8,8,309,,right,red,3.11,241.9183931350708,242.3434951305389,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
3,0,8,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr100.npz,,,,,0,9,9,510,,left,green,2.89,245.85686707496643,246.4012830257416,,1,,2,5,lightness,readingArea,realistic,75,2023-03-21_10h03.48.110,tripletExp_regina_11082022,2022.2.4,120.44567989156656,
