index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 41
4,3,1,2,0.694444444444444,0.298245614035088,2,0.444444444444444,0.298245614035088,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm29-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm29-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm29-rsr2-rcr11-esr29.npz,,,,,0,0,0,60,275.8543512821197,left,green,0.78,284.9836950302124,277.0725519657135,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
12,3,13,2,0.027777777777778,3.10526315789474,2,0.444444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm29-rsr2-rcr11-esr310.npz,,,,,0,1,1,383,,left,green,3.26,288.7834129333496,289.15687894821167,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
4,9,13,2,0.694444444444444,0.298245614035088,2,0.444444444444444,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr310.npz,,,,,0,2,2,488,,right,red,1.0,290.8436269760132,291.1761989593506,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
9,11,13,2,0.444444444444444,1.0,2,1.0,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr310.npz,,,,,0,3,3,254,,left,green,1.46,292.9010879993439,,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
13,0,4,2,0.111111111111111,3.10526315789474,2,0.027777777777778,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr29.npz,,,,,0,4,4,270,,right,red,3.12,296.71017599105835,,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
6,11,14,2,0.027777777777778,1.0,2,1.0,1.0,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr25-esr310.npz,,,,,0,5,5,262,,right,red,0.9,298.7649221420288,299.0951211452484,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
14,6,13,2,0.25,3.10526315789474,2,0.027777777777778,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr310.npz,,,,,0,6,6,91,,right,red,4.22,304.37644600868225,304.7587249279022,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
6,3,13,2,0.027777777777778,1.0,2,0.444444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm44-esm29-rsr2-rcr11-esr310.npz,,,,,0,7,7,228,,right,red,1.29,306.4395489692688,306.7718131542206,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
14,13,2,2,0.25,3.10526315789474,2,0.111111111111111,3.10526315789474,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr29.npz,,,,,0,8,8,377,,right,red,3.34,310.2411119937897,310.5744831562042,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
10,5,1,2,0.694444444444444,1.0,2,1.0,0.298245614035088,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm29-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm29-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm29-rsr2-rcr11-esr29.npz,,,,,0,9,9,152,,left,green,1.48,312.2868220806122,312.61308908462524,1,,3,4,brightness,readingArea,realistic,75,2023-03-17_15h19.17.333,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
