index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 40
5,14,8,0,1.0,0.298245614035088,0,0.25,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.npz,,,,,0,0,0,14,56.33150398731232,left,green,2.34,66.27833199501038,66.64722394943237,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
5,4,12,0,1.0,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310.npz,,,,,0,1,1,82,,left,green,0.77,68.35960483551025,68.85446000099182,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
3,13,10,0,0.444444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm310-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm310-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm310-rsr0-rcr69-esr100.npz,,,,,0,2,2,416,,left,green,1.39,70.56259393692017,70.93825697898865,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
6,3,13,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm29-rsr0-rcr11-esr310.npz,,,,,0,3,3,228,,right,red,0.7,72.66201186180115,73.09349989891052,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
2,1,8,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr100.npz,,,,,0,4,4,125,,left,green,1.02,74.79439783096313,75.26120090484619,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
8,7,12,0,0.25,1.0,0,0.111111111111111,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr2-esr310.npz,,,,,0,5,5,471,,right,red,1.28,76.9844720363617,,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
5,3,2,0,1.0,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr29.npz,,,,,0,6,6,143,,right,red,1.21,79.13471698760986,,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
12,5,14,0,0.027777777777778,3.10526315789474,0,1.0,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr310.npz,,,,,0,7,7,193,,right,red,1.24,81.35428285598755,81.72295904159546,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
2,11,5,0,0.25,0.298245614035088,0,1.0,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr100-esr29.npz,,,,,0,8,8,491,,right,red,0.92,83.43121099472046,83.80572485923767,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
10,0,3,0,0.694444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.npz,,,,,0,9,9,87,,right,red,0.85,85.50084495544434,85.86677503585815,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
13,2,9,0,0.111111111111111,3.10526315789474,0,0.25,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr44-esr100.npz,,,,,0,10,10,457,,left,green,0.95,87.58713984489441,87.98160886764526,1,1,3,lightness,readingArea,realistic,75,2023-03-24_13h59.06.517,tripletExp_regina_11082022,2022.2.4,120.29506579324745,
