index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,sound_1.stopped,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
9,12,6,2,0.444444444444444,1.0,2,0.027777777777778,3.10526315789474,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm310-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm310-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm310-rsr2-rcr2-esr100.npz,,,,,0,0,0,5,111.2620540857315,right,red,0.88,117.56922602653503,112.41668581962584,65.89973509311676,103.28029084205627,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
4,8,10,2,0.694444444444444,0.298245614035088,2,0.25,1.0,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr69-esr100.npz,,,,,0,1,1,221,,left,green,1.37,119.81412386894226,120.3334460258484,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
13,10,11,2,0.111111111111111,3.10526315789474,2,0.694444444444444,1.0,2,1.0,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr100-esr100.npz,,,,,0,2,2,320,,right,red,1.17,122.04148697853088,122.46272897720335,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
12,13,10,2,0.027777777777778,3.10526315789474,2,0.111111111111111,3.10526315789474,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr100.npz,,,,,0,3,3,295,,left,green,1.52,124.17746090888976,,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
0,4,9,2,0.027777777777778,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr100.npz,,,,,0,4,4,21,,right,red,1.11,126.31906485557556,,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
0,4,6,2,0.027777777777778,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr100.npz,,,,,0,5,5,49,,right,red,1.41,128.43753480911255,128.89942693710327,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
5,8,7,2,1.0,0.298245614035088,2,0.25,1.0,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm100-rsr2-rcr11-esr100.npz,,,,,0,6,6,36,,right,red,1.06,130.60280179977417,131.0528838634491,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
3,9,10,2,0.444444444444444,0.298245614035088,2,0.444444444444444,1.0,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm44-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm44-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm44-esm100-rsr2-rcr69-esr100.npz,,,,,0,7,7,581,,left,green,1.4,132.74339890480042,133.17610383033752,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
13,0,14,2,0.111111111111111,3.10526315789474,2,0.027777777777778,0.298245614035088,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr25-esr310.npz,,,,,0,8,8,278,,left,green,1.42,134.8903238773346,135.32210993766785,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
8,1,14,2,0.25,1.0,2,0.111111111111111,0.298245614035088,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310.npz,,,,,0,9,9,500,,left,green,1.01,137.0404360294342,137.49553894996643,,,1,5,6,lightness,readingArea,realistic,75,2023-03-15_13h35.03.368,tripletExp_regina_11082022,2022.2.4,120.18682912012656,
