index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
3,9,0,0,0.444444444444444,0.298245614035088,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr29.npz,,,,,0,0,0,551,803.9560520410538,left,green,2.5,820.0755648612976,805.2370278835297,782.0789711236954,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
9,11,10,0,0.444444444444444,1.0,0,1.0,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr69-esr100.npz,,,,,0,1,1,591,,right,red,2.29,824.1841478347778,,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
11,0,10,0,1.0,1.0,0,0.027777777777778,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.npz,,,,,0,2,2,259,,right,red,3.53,834.4887018203735,834.9597280025482,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
0,5,6,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr100.npz,,,,,0,3,3,374,,right,red,3.16,838.4143688678741,838.8500440120697,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
3,10,4,0,0.444444444444444,0.298245614035088,0,0.694444444444444,1.0,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm100-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm100-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm100-rsr0-rcr69-esr29.npz,,,,,0,4,4,435,,right,red,4.03,844.0848588943481,844.7080578804016,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
12,7,1,0,0.027777777777778,3.10526315789474,0,0.111111111111111,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm100-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm100-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm100-rsr0-rcr11-esr29.npz,,,,,0,5,5,264,,left,green,2.3,848.1928408145905,848.6358299255371,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
10,3,6,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr100.npz,,,,,0,6,6,261,,right,red,2.01,852.1072828769684,852.5851500034332,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
10,5,2,0,0.694444444444444,1.0,0,1.0,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29.npz,,,,,0,7,7,299,,right,red,3.84,857.8536369800568,858.3213319778442,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
8,1,9,0,0.25,1.0,0,0.111111111111111,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr44-esr100.npz,,,,,0,8,8,432,,left,green,2.45,861.7867619991302,862.2956688404083,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
0,1,6,0,0.027777777777778,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.npz,,,,,0,9,9,375,,right,red,2.38,865.7841808795929,866.2385449409485,,1,,4,5,lightness,readingArea,realistic,75,2023-03-24_09h50.44.260,tripletExp_regina_11082022,2022.2.4,120.20542920029348,
