index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 41
6,0,11,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr100-esr100.npz,,,,,0,0,0,245,255.0984144210816,left,green,0.87,264.9492847919464,265.4168128967285,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
8,14,3,0,0.25,1.0,0,0.25,3.10526315789474,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr44-esr29.npz,,,,,0,1,1,503,,left,green,3.12,268.8946228027344,,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
0,4,12,0,0.027777777777778,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310.npz,,,,,0,2,2,150,,right,red,3.84,278.6814389228821,279.0381457805633,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
2,11,5,0,0.25,0.298245614035088,0,1.0,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm100-rsr0-rcr100-esr29.npz,,,,,0,3,3,491,,right,red,2.02,282.4921398162842,282.92970299720764,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
7,10,5,0,0.111111111111111,1.0,0,0.694444444444444,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm69-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm69-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm69-esm100-rsr0-rcr100-esr29.npz,,,,,0,4,4,395,,right,red,2.67,286.3916118144989,286.7504608631134,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
2,1,6,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.npz,,,,,0,5,5,171,,right,red,1.93,290.2106819152832,290.5767979621887,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
0,14,10,0,0.027777777777778,0.298245614035088,0,0.25,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm310-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm310-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm310-rsr0-rcr69-esr100.npz,,,,,0,6,6,128,,right,red,1.17,292.3007779121399,292.673681974411,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
12,9,11,0,0.027777777777778,3.10526315789474,0,0.444444444444444,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr100-esr100.npz,,,,,0,7,7,18,,right,red,1.18,294.36813282966614,294.72140979766846,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
3,13,6,0,0.444444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr100.npz,,,,,0,8,8,199,,left,green,2.08,298.21070981025696,298.55243587493896,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
2,13,0,0,0.25,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr29.npz,,,,,0,9,9,454,,left,green,2.03,302.01152896881104,302.3734049797058,1,,4,3,brightness,readingArea,realistic,75,2023-03-22_13h19.33.647,tripletExp_regina_11082022,2022.2.4,119.99599470156237,
